Set_ID,Name,Year,Theme,Theme_Group,Pieces,Minifigures,USD_MSRP,Current_Price
5942-1,Pop Studio,2004,Belville,Girls,102.0,1.0,22.99,39.99
7235-1,Police Motorcycle,2005,City,Modern day,28.0,1.0,3.99,8.0
7236-1,Police Car,2005,City,Modern day,59.0,1.0,5.99,11.0
7238-1,Fire Helicopter,2005,City,Modern day,75.0,1.0,9.99,24.99
7239-1,Fire Truck,2005,City,Modern day,214.0,2.0,22.99,25.2
7241-1,Fire Car,2005,City,Modern day,46.0,1.0,3.99,8.0
7242-1,Street Sweeper,2005,City,Modern day,63.0,1.0,7.99,20.0
7243-1,Construction Site,2005,City,Modern day,298.0,3.0,39.99,75.0
7245-1,Prisoner Transport,2005,City,Modern day,98.0,2.0,12.99,33.7309
7246-1,Mini Digger,2005,City,Modern day,36.0,1.0,3.99,10.0
7249-1,XXL Mobile Crane,2005,City,Modern day,524.0,2.0,69.99,210.0
10144-1,Sandcrawler,2005,Star Wars,Licensed,1669.0,11.0,139.99,388.88
3825-1,Krusty Krab,2006,SpongeBob SquarePants,Licensed,295.0,3.0,19.99,218.0
3827-1,Adventures in Bikini Bottom,2006,SpongeBob SquarePants,Licensed,579.0,3.0,39.99,249.99
4962-1,Baby Zoo,2006,Duplo,Pre-school,18.0,1.0,9.99,66.752
6205-1,V-wing Fighter,2006,Star Wars,Licensed,118.0,1.0,10.0,46.3719
6208-1,B-wing Fighter,2006,Star Wars,Licensed,435.0,2.0,34.99,150.0
6209-1,Slave I,2006,Star Wars,Licensed,537.0,4.0,49.99,350.0
6210-1,Jabba's Sail Barge,2006,Star Wars,Licensed,781.0,8.0,74.99,619.5476
6211-1,Imperial Star Destroyer,2006,Star Wars,Licensed,1367.0,9.0,99.99,399.99
6212-1,X-wing Fighter,2006,Star Wars,Licensed,437.0,6.0,49.99,95.4406
7021-1,Viking Double Catapult vs. the Armored Ofnir Dragon,2006,Vikings,Historical,505.0,3.0,39.99,90.0
7700-1,Stealth Hunter,2006,Exo-Force,Action/Adventure,164.0,1.0,14.99,74.0969
7707-1,Striking Venom,2006,Exo-Force,Action/Adventure,646.0,6.0,49.99,100.0
7711-1,Sentry,2006,Exo-Force,Action/Adventure,78.0,1.0,4.99,18.5242
7781-1,The Batmobile: Two-Face's Escape,2006,Batman,Licensed,386.0,3.0,29.99,249.99
7785-1,Arkham Asylum,2006,Batman,Licensed,860.0,7.0,79.99,499.99
7890-1,Ambulance,2006,City,Modern day,118.0,1.0,7.99,49.99
7891-1,Airport Fire Truck,2006,City,Modern day,148.0,1.0,14.99,39.55
7901-1,Airplane Mechanic,2006,City,Modern day,26.0,1.0,3.49,17.0
7902-1,Doctor's Car,2006,City,Modern day,66.0,1.0,5.99,24.99
7903-1,Rescue Helicopter,2006,City,Modern day,249.0,3.0,19.99,55.0
7905-1,Building Crane,2006,City,Modern day,721.0,3.0,69.99,330.3712
8624-1,Race for the Mask of Life,2006,Bionicle,Constraction,507.0,8.0,59.99,90.0
10173-1,Holiday Train,2006,Advanced models,Model making,965.0,7.0,89.99,499.97
10176-1,King's Castle,2006,Castle,Historical,869.0,12.0,99.99,499.0
4936-1,Doc & Patient,2007,City,Modern day,18.0,2.0,2.99,22.0
4982-1,Mrs. Puff's Boating School,2007,SpongeBob SquarePants,Licensed,393.0,3.0,49.99,149.99
7029-1,Skeleton Ship Attack,2007,Castle,Historical,628.0,7.0,69.99,400.0
7036-1,Dwarves' Mine,2007,Castle,Historical,575.0,7.0,59.99,255.109
7090-1,Crossbow Attack,2007,Castle,Historical,54.0,3.0,5.99,39.99
7091-1,Knight's Catapult Defense,2007,Castle,Historical,123.0,4.0,9.99,59.99
7093-1,Skeleton Tower,2007,Castle,Historical,398.0,5.0,49.99,313.5
7582-1,Royal Summer Palace,2007,Belville,Girls,167.0,3.0,59.99,200.0
7654-1,Droids Battle Pack,2007,Star Wars,Licensed,102.0,7.0,9.99,74.95
7655-1,Clone Troopers Battle Pack,2007,Star Wars,Licensed,58.0,4.0,9.99,95.0
7656-1,General Grievous Starfighter,2007,Star Wars,Licensed,232.0,1.0,19.99,59.7246
7658-1,Y-wing Fighter,2007,Star Wars,Licensed,454.0,2.0,39.99,74.0594
7659-1,Imperial Landing Craft,2007,Star Wars,Licensed,471.0,5.0,49.99,107.8926
7660-1,Naboo N-1 Starfighter with Vulture Droid,2007,Star Wars,Licensed,280.0,3.0,29.99,110.0
7661-1,Jedi Starfighter with Hyperdrive Booster Ring,2007,Star Wars,Licensed,575.0,2.0,49.99,330.0
7662-1,Trade Federation MTT,2007,Star Wars,Licensed,1330.0,21.0,99.99,806.9676
7663-1,Sith Infiltrator,2007,Star Wars,Licensed,310.0,1.0,29.99,90.0
7664-1,TIE Crawler,2007,Star Wars,Licensed,548.0,2.0,49.99,189.0
7665-1,Republic Cruiser,2007,Star Wars,Licensed,919.0,5.0,89.99,328.4855
7666-1,Hoth Rebel Base,2007,Star Wars,Licensed,548.0,8.0,49.99,130.0
7690-1,MB-01 Eagle Command Base,2007,Space,Action/Adventure,760.0,8.0,89.99,197.991
7691-1,ETX Alien Mothership Assault ,2007,Space,Action/Adventure,434.0,7.0,49.99,180.0
7692-1,MX-71 Recon Dropship ,2007,Space,Action/Adventure,435.0,6.0,39.99,151.65
7693-1,ETX Alien Strike,2007,Space,Action/Adventure,246.0,3.0,19.99,88.099
7695-1,MX-11 Astro Fighter ,2007,Space,Action/Adventure,57.0,2.0,4.99,26.0408
7699-1,MT-101 Armored Drilling Unit,2007,Space,Action/Adventure,635.0,5.0,79.99,225.0
7714-1,Golden Guardian,2007,Exo-Force,Action/Adventure,267.0,1.0,24.99,187.0
7771-1,Angler Ambush,2007,Aqua Raiders,Action/Adventure,130.0,2.0,9.99,23.5085
7776-1,The Shipwreck,2007,Aqua Raiders,Action/Adventure,241.0,3.0,24.99,110.1959
7786-1,The Batcopter: The Chase for Scarecrow,2007,Batman,Licensed,293.0,2.0,29.99,385.0
7907-1,City Advent Calendar,2007,City,Modern day,232.0,8.0,24.99,15.0
7942-1,Off-Road Fire Rescue,2007,City,Modern day,131.0,1.0,9.99,22.3226
7944-1,Fire Hovercraft,2007,City,Modern day,274.0,3.0,29.99,97.0516
7945-1,Fire Station,2007,City,Modern day,600.0,4.0,59.99,133.0887
7990-1,Cement Mixer,2007,City,Modern day,213.0,1.0,14.99,99.99
7992-1,Container Stacker,2007,City,Modern day,218.0,1.0,19.99,51.0
7993-1,Service Station,2007,City,Modern day,402.0,3.0,39.99,92.0
7994-1,LEGO City Harbor,2007,City,Modern day,659.0,5.0,89.99,399.0
7997-1,Train Station,2007,City,Modern day,387.0,5.0,44.99,185.0
8101-1,Claw Crusher,2007,Exo-Force,Action/Adventure,99.0,1.0,7.99,40.0
8102-1,Blade Titan,2007,Exo-Force,Action/Adventure,162.0,1.0,14.99,88.0
8103-1,Sky Guardian,2007,Exo-Force,Action/Adventure,144.0,1.0,14.99,55.0
8106-1,Aero Booster,2007,Exo-Force,Action/Adventure,312.0,1.0,29.99,150.0
8107-1,Fight for the Golden Tower,2007,Exo-Force,Action/Adventure,571.0,2.0,49.99,175.0
8108-1,Mobile Devastator,2007,Exo-Force,Action/Adventure,1009.0,13.0,89.99,314.0
8925-1,Barraki Deepsea Patrol ,2007,Bionicle,Constraction,228.0,4.0,29.99,120.0
8927-1,Toa Terrain Crawler ,2007,Bionicle,Constraction,674.0,10.0,69.99,215.0
10178-1,Motorized Walking AT-AT,2007,Star Wars,Licensed,1137.0,4.0,129.99,590.0
10179-1,Ultimate Collector's Millennium Falcon,2007,Star Wars,Licensed,5197.0,5.0,499.99,1645.9363
10182-1,Cafe Corner,2007,Advanced models,Model making,2056.0,3.0,139.99,1850.0
10190-1,Market Street,2007,Advanced models,Model making,1248.0,3.0,89.99,3099.99
852001-1,Castle Chess Set,2007,Gear,Miscellaneous,,24.0,49.99,264.99
852132-1,Castle Tic Tac Toe,2007,Gear,Miscellaneous,,10.0,14.99,120.0
3830-1,The Bikini Bottom Express,2008,SpongeBob SquarePants,Licensed,210.0,3.0,19.99,199.99
3831-1,Rocket Ride,2008,SpongeBob SquarePants,Licensed,279.0,3.0,29.99,199.99
3832-1,The Emergency Room,2008,SpongeBob SquarePants,Licensed,236.0,3.0,29.99,160.0
4210-1,Coast Guard Platform,2008,City,Modern day,469.0,4.0,49.99,270.0
5610-1,Builder,2008,City,Modern day,23.0,1.0,3.49,9.0
5611-1,Public Works,2008,City,Modern day,31.0,1.0,3.49,5.4666
5612-1,Police Officer,2008,City,Modern day,21.0,1.0,3.49,6.65
5613-1,Firefighter,2008,City,Modern day,25.0,1.0,3.49,5.2346
5615-1,The Knight,2008,Castle,Historical,21.0,1.0,3.49,12.0
5616-1,Mini Robot,2008,Space,Action/Adventure,24.0,2.0,3.49,11.1603
5618-1,Troll Warrior,2008,Castle,Historical,19.0,1.0,3.49,14.6928
5619-1,Crystal Hawk,2008,Space,Action/Adventure,26.0,1.0,3.49,11.1603
5620-1,Street Cleaner,2008,City,Modern day,22.0,1.0,3.49,10.0
5621-1,Coast Guard Kayak,2008,City,Modern day,21.0,1.0,3.49,8.0
7037-1,Tower Raid,2008,Castle,Historical,364.0,5.0,29.99,188.0
7038-1,Troll Assault Wagon,2008,Castle,Historical,161.0,4.0,19.99,88.88
7041-1,Troll Battle Wheel,2008,Castle,Historical,508.0,6.0,39.99,143.178
7048-1,Troll Warship,2008,Castle,Historical,493.0,9.0,79.99,412.0
7620-1,Indiana Jones Motorcycle Chase,2008,Indiana Jones,Licensed,79.0,3.0,9.99,124.95
7621-1,Indiana Jones and the Lost Tomb,2008,Indiana Jones,Licensed,277.0,3.0,19.99,257.3433
7623-1,Temple Escape,2008,Indiana Jones,Licensed,554.0,6.0,59.99,650.0
7624-1,Jungle Duel,2008,Indiana Jones,Licensed,90.0,3.0,9.99,59.95
7625-1,River Chase,2008,Indiana Jones,Licensed,234.0,4.0,19.99,135.0
7626-1,Jungle Cutter,2008,Indiana Jones,Licensed,511.0,4.0,39.99,170.0
7627-1,Temple of the Crystal Skull,2008,Indiana Jones,Licensed,929.0,10.0,79.99,399.99
7628-1,Peril in Peru,2008,Indiana Jones,Licensed,625.0,6.0,49.99,169.99
7648-1,MT-21 Mobile Mining Unit,2008,Space,Action/Adventure,130.0,2.0,9.99,47.8096
7667-1,Imperial Dropship,2008,Star Wars,Licensed,81.0,4.0,9.99,89.99
7668-1,Rebel Scout Speeder,2008,Star Wars,Licensed,82.0,4.0,9.99,50.8476
7669-1,Anakin's Jedi Starfighter,2008,Star Wars,Licensed,153.0,2.0,19.99,73.8855
7670-1,Hailfire Droid & Spider Droid,2008,Star Wars,Licensed,249.0,5.0,19.99,92.0
7671-1,AT-AP Walker,2008,Star Wars,Licensed,392.0,2.0,39.99,110.0
7672-1,Rogue Shadow,2008,Star Wars,Licensed,482.0,3.0,49.99,260.0
7673-1,Magna Guard Starfighter,2008,Star Wars,Licensed,431.0,2.0,44.99,175.0
7674-1,V-19 Torrent,2008,Star Wars,Licensed,471.0,1.0,54.99,247.5
7675-1,AT-TE Walker,2008,Star Wars,Licensed,798.0,6.0,89.99,450.0
7676-1,Republic Attack Gunship,2008,Star Wars,Licensed,1034.0,7.0,119.99,765.0
7678-1,Droid Gunship,2008,Star Wars,Licensed,329.0,3.0,29.99,139.99
7679-1,Republic Fighter Tank,2008,Star Wars,Licensed,592.0,2.0,49.99,325.0
7680-1,The Twilight,2008,Star Wars,Licensed,882.0,4.0,99.99,275.0
7681-1,Separatist Spider Droid,2008,Star Wars,Licensed,206.0,5.0,29.99,329.99
7731-1,Mail Van,2008,City,Modern day,66.0,1.0,7.99,35.0
7732-1,Air Mail,2008,City,Modern day,88.0,1.0,14.99,43.0
7733-1,Truck & Forklift,2008,City,Modern day,343.0,2.0,24.99,149.99
7734-1,Cargo Plane,2008,City,Modern day,463.0,3.0,49.99,290.0
7736-1,Coast Guard Quad Bike,2008,City,Modern day,33.0,1.0,4.99,9.99
7737-1,Coast Guard 4WD & Jet Scooter,2008,City,Modern day,130.0,1.0,9.99,20.0109
7738-1,Coast Guard Helicopter & Life Raft,2008,City,Modern day,445.0,4.0,39.99,100.0
7741-1,Police Helicopter,2008,City,Modern day,94.0,1.0,9.99,16.0
7744-1,Police Headquarters,2008,City,Modern day,953.0,7.0,89.99,200.0
7888-1,The Tumbler: Joker's Ice Cream Surprise,2008,Batman,Licensed,449.0,3.0,49.99,550.0
8111-1,River Dragon,2008,Exo-Force,Action/Adventure,112.0,1.0,7.99,40.0
8112-1,Arachnoid Stalker,2008,Exo-Force,Action/Adventure,131.0,1.0,7.99,48.88
8113-1,Assault Tiger,2008,Exo-Force,Action/Adventure,163.0,1.0,14.99,80.0
8114-1,Chameleon Hunter,2008,Exo-Force,Action/Adventure,188.0,1.0,14.99,60.0
8115-1,Dark Panther,2008,Exo-Force,Action/Adventure,244.0,3.0,14.99,65.0
8117-1,Storm Lasher,2008,Exo-Force,Action/Adventure,283.0,1.0,19.99,59.0
8118-1,Hybrid Rescue Tank,2008,Exo-Force,Action/Adventure,347.0,2.0,29.99,148.0
8160-1,Cruncher Block & Racer X,2008,Racers,Racing,367.0,4.0,39.99,76.95
8161-1,Grand Prix Race,2008,Racers,Racing,595.0,7.0,59.99,285.0
8631-1,Jetpack Pursuit,2008,Agents,Action/Adventure,88.0,2.0,9.99,26.0
8633-1,Speedboat Rescue,2008,Agents,Action/Adventure,340.0,3.0,39.99,73.7117
8635-1,Mobile Command Center,2008,Agents,Action/Adventure,1154.0,7.0,89.99,325.0
8636-1,Deep Sea Quest,2008,Agents,Action/Adventure,520.0,4.0,49.99,220.5916
10184-1,Town Plan,2008,Advanced models,Model making,1981.0,8.0,149.99,335.9511
10185-1,Green Grocer,2008,Advanced models,Model making,2352.0,4.0,149.99,1500.0
10188-1,Death Star,2008,Star Wars,Licensed,3803.0,24.0,399.99,869.99
10191-1,Star Justice,2008,Factory,Miscellaneous,895.0,8.0,99.99,109.2469
10192-1,Space Skulls,2008,Factory,Miscellaneous,956.0,4.0,99.99,74.7789
10200-1,Custom Car Garage,2008,Factory,Miscellaneous,893.0,4.0,69.99,110.6153
852331-1,Vintage Minifigure Collection Vol. 1,2008,Miscellaneous,Miscellaneous,21.0,5.0,17.99,50.0
3833-1,Krusty Krab Adventures,2009,SpongeBob SquarePants,Licensed,209.0,3.0,24.99,250.0
3834-1,Good Neighbours at Bikini Bottom,2009,SpongeBob SquarePants,Licensed,425.0,3.0,39.99,250.0
3841-1,Minotaurus,2009,Games,Miscellaneous,211.0,12.0,24.99,50.0
3843-1,Ramses Pyramid ,2009,Games,Miscellaneous,217.0,13.0,29.99,38.88
3844-1,Creationary ,2009,Games,Miscellaneous,338.0,2.0,34.99,40.0
5546-1,Thomas at Morgan's Mine,2009,Duplo,Pre-school,22.0,1.0,29.99,85.0
5969-1,Squidman Escape,2009,Space,Action/Adventure,42.0,2.0,5.99,18.5242
5970-1,Freeze Ray Frenzy,2009,Space,Action/Adventure,80.0,2.0,9.99,50.0
5971-1,Gold Heist,2009,Space,Action/Adventure,205.0,2.0,19.99,46.44
5972-1,Container Heist,2009,Space,Action/Adventure,282.0,2.0,29.99,80.0
5973-1,Hyperspeed Pursuit,2009,Space,Action/Adventure,456.0,3.0,49.99,142.0
5974-1,Galactic Enforcer,2009,Space,Action/Adventure,825.0,7.0,99.99,167.9755
5979-1,Max Security Transport,2009,Space,Action/Adventure,330.0,3.0,39.99,135.0
5980-1,Squidman's Pitstop,2009,Space,Action/Adventure,389.0,4.0,49.99,98.0
6191-1,Fire Fighter Building Set,2009,Bricks and More,Basic,117.0,1.0,9.99,10.0
6192-1,Pirate Building Set,2009,Bricks and More,Basic,150.0,1.0,9.99,19.99
6193-1,Castle Building Set,2009,Bricks and More,Basic,137.0,1.0,9.99,17.0
6239-1,Cannon Battle,2009,Pirates,Historical,45.0,2.0,5.99,29.98
6240-1,Kraken Attackin',2009,Pirates,Historical,78.0,2.0,9.99,40.0
6241-1,Loot Island,2009,Pirates,Historical,142.0,3.0,19.99,125.0
6242-1,Soldiers' Fort,2009,Pirates,Historical,367.0,6.0,49.99,280.0
6243-1,Brickbeard's Bounty,2009,Pirates,Historical,592.0,8.0,99.99,330.8699
6253-1,Shipwreck Hideout,2009,Pirates,Historical,310.0,6.0,39.99,188.0
7078-1,King's Battle Chariot,2009,Castle,Historical,103.0,4.0,19.99,72.4974
7079-1,Drawbridge Defense,2009,Castle,Historical,335.0,7.0,39.99,252.0
7097-1,Trolls' Mountain Fortress,2009,Castle,Historical,844.0,10.0,99.99,299.1902
7195-1,Ambush In Cairo,2009,Indiana Jones,Licensed,79.0,4.0,10.99,105.0
7196-1,Chauchilla Cemetery Battle,2009,Indiana Jones,Licensed,187.0,5.0,19.99,139.95
7197-1,Venice Canal Chase,2009,Indiana Jones,Licensed,420.0,4.0,39.99,183.8166
7198-1,Fighter Plane Attack,2009,Indiana Jones,Licensed,384.0,3.0,49.99,282.5
7199-1,The Temple of Doom,2009,Indiana Jones,Licensed,652.0,6.0,89.99,540.0
7632-1,Crawler Crane,2009,City,Modern day,481.0,2.0,59.99,100.9254
7635-1,4WD with Horse Trailer,2009,City,Modern day,176.0,2.0,17.48,63.0
7636-1,Combine Harvester,2009,City,Modern day,360.0,1.0,44.99,261.2953
7637-1,Farm,2009,City,Modern day,609.0,3.0,89.99,300.0
7639-1,Camper,2009,City,Modern day,165.0,2.0,16.99,40.0
7641-1,City Corner,2009,City,Modern day,483.0,5.0,59.99,99.0
7682-1,Shanghai Chase,2009,Indiana Jones,Licensed,244.0,5.0,29.99,199.0
7683-1,Fight on the Flying Wing,2009,Indiana Jones,Licensed,376.0,4.0,49.99,329.95
7685-1,Dozer,2009,City,Modern day,352.0,1.0,39.99,71.3564
7687-1,City Advent Calendar,2009,City,Modern day,257.0,9.0,29.99,45.0
7746-1,Single-Drum Roller,2009,City,Modern day,208.0,2.0,29.99,48.085
7747-1,Wind Turbine Transport,2009,City,Modern day,444.0,2.0,59.99,116.7003
7748-1,Corporate Alliance Tank Droid,2009,Star Wars,Licensed,216.0,4.0,24.99,105.0
7749-1,Echo Base,2009,Star Wars,Licensed,155.0,5.0,24.99,63.5875
7751-1,Ahsoka's Starfighter and Vulture Droid,2009,Star Wars,Licensed,291.0,4.0,39.99,238.0
7752-1,Count Dooku's Solar Sailer,2009,Star Wars,Licensed,385.0,4.0,54.99,290.0
7753-1,Pirate Tank,2009,Star Wars,Licensed,372.0,3.0,39.99,104.5181
7754-1,Home One Mon Calamari Star Cruiser,2009,Star Wars,Licensed,789.0,6.0,109.99,170.0
8014-1,Clone Walker Battle Pack,2009,Star Wars,Licensed,72.0,4.0,11.99,75.0
8015-1,Assassin Droids Battle Pack,2009,Star Wars,Licensed,94.0,5.0,11.99,39.5
8016-1,Hyena Droid Bomber,2009,Star Wars,Licensed,232.0,3.0,19.99,110.0
8017-1,Darth Vader's TIE Fighter,2009,Star Wars,Licensed,251.0,1.0,29.99,249.98
8018-1,Armored Assault Tank (AAT),2009,Star Wars,Licensed,407.0,7.0,49.99,168.0
8019-1,Republic Attack Shuttle,2009,Star Wars,Licensed,636.0,3.0,59.99,374.95
8036-1,Separatist Shuttle,2009,Star Wars,Licensed,259.0,5.0,29.99,95.0
8037-1,Anakin's Y-wing Starfighter,2009,Star Wars,Licensed,570.0,3.0,59.99,275.0
8038-1,The Battle of Endor,2009,Star Wars,Licensed,890.0,12.0,99.99,260.0
8039-1,Venator-Class Republic Attack Cruiser,2009,Star Wars,Licensed,1170.0,5.0,119.99,700.0
8168-1,Ferrari Victory,2009,Racers,Racing,202.0,3.0,19.99,125.0
8396-1,Soldier's Arsenal,2009,Pirates,Historical,17.0,1.0,3.49,14.8087
8397-1,Pirate Survival,2009,Pirates,Historical,16.0,1.0,3.49,18.0
8398-1,BBQ Stand,2009,City,Modern day,22.0,1.0,3.49,11.0
8399-1,K-9 Bot,2009,Space,Action/Adventure,22.0,1.0,3.49,12.967
8400-1,Space Speeder,2009,Space,Action/Adventure,14.0,1.0,3.49,9.6326
8401-1,City Minifigure Collection,2009,City,Modern day,60.0,4.0,9.99,15.0
8402-1,Sports Car,2009,City,Modern day,68.0,1.0,9.99,9.0
8709-1,Underground Mining Station,2009,Power Miners,Action/Adventure,637.0,4.0,79.99,293.0166
8956-1,Stone Chopper,2009,Power Miners,Action/Adventure,31.0,2.0,5.99,30.0
8957-1,Mine Mech,2009,Power Miners,Action/Adventure,67.0,2.0,7.99,45.0
8959-1,Claw Digger,2009,Power Miners,Action/Adventure,197.0,2.0,19.99,90.0
8960-1,Thunder Driller,2009,Power Miners,Action/Adventure,235.0,3.0,29.99,200.0
8961-1,Crystal Sweeper,2009,Power Miners,Action/Adventure,474.0,4.0,69.99,260.0
8962-1,Crystal King,2009,Power Miners,Action/Adventure,168.0,2.0,19.99,129.98
8964-1,Titanium Command Rig,2009,Power Miners,Action/Adventure,706.0,5.0,99.99,410.0
8967-1,Gold Tooth's Getaway,2009,Agents,Action/Adventure,68.0,2.0,9.99,24.99
8968-1,River Heist,2009,Agents,Action/Adventure,203.0,3.0,19.99,41.0
8970-1,Robo Attack,2009,Agents,Action/Adventure,414.0,6.0,49.99,110.0
8971-1,Aerial Defense Unit,2009,Agents,Action/Adventure,733.0,7.0,79.99,175.0
10193-1,Medieval Market Village,2009,Castle,Historical,1601.0,8.0,99.99,419.99
10194-1,Emerald Night,2009,Advanced models,Model making,1085.0,3.0,99.99,743.2448
10195-1,Republic Dropship with AT-OT Walker,2009,Star Wars,Licensed,1758.0,8.0,249.99,1439.5109
10196-1,Grand Carousel,2009,Advanced models,Model making,3263.0,9.0,249.99,2380.7918
10197-1,Fire Brigade,2009,Advanced models,Model making,2231.0,4.0,149.99,723.0887
10198-1,Tantive IV,2009,Star Wars,Licensed,1408.0,5.0,149.99,379.95
10199-1,Winter Village Toy Shop,2009,Advanced models,Model making,815.0,7.0,59.99,220.2346
852535-1,Vintage Minifigure Collection Vol. 2,2009,Miscellaneous,Miscellaneous,24.0,5.0,17.99,100.0
852697-1,Vintage Minifigure Collection Vol. 3,2009,Miscellaneous,Miscellaneous,22.0,5.0,17.99,98.58
852701-1,Troll Warrior Battle Pack,2009,Castle,Historical,36.0,5.0,14.99,67.99
852753-1,Vintage Minifigure Collection Vol. 4,2009,Miscellaneous,Miscellaneous,41.0,5.0,17.99,68.98
3177-1,Small Car,2010,City,Modern day,43.0,1.0,4.99,27.99
3178-1,Seaplane,2010,City,Modern day,102.0,1.0,10.99,25.0
3179-1,Repair Truck,2010,City,Modern day,118.0,1.0,12.99,36.616
3180-1,Tank Truck,2010,City,Modern day,222.0,1.0,19.99,149.98
3181-1,Passenger Plane,2010,City,Modern day,309.0,3.0,39.99,140.0
3221-1,LEGO City Truck,2010,City,Modern day,278.0,2.0,34.99,299.98
3222-1,Helicopter and Limousine,2010,City,Modern day,267.0,4.0,29.99,75.0
3847-1,Magma Monster,2010,Games,Miscellaneous,95.0,4.0,14.99,9.592
3848-1,Pirate Plank,2010,Games,Miscellaneous,122.0,5.0,14.99,26.95
3849-1,Orient Bazaar,2010,Games,Miscellaneous,204.0,5.0,19.99,25.872
3850-1,Meteor Strike,2010,Games,Miscellaneous,185.0,2.0,19.99,16.0
3862-1,Harry Potter Hogwarts,2010,Games,Miscellaneous,332.0,9.0,34.99,55.0
4736-1,Freeing Dobby,2010,Harry Potter,Licensed,73.0,3.0,10.99,20.0
4738-1,Hagrid's Hut,2010,Harry Potter,Licensed,442.0,4.0,39.99,70.9881
4840-1,The Burrow,2010,Harry Potter,Licensed,568.0,6.0,59.99,218.0
4841-1,Hogwarts Express,2010,Harry Potter,Licensed,646.0,5.0,79.99,180.0
4842-1,Hogwarts Castle,2010,Harry Potter,Licensed,1290.0,11.0,129.99,220.0
5643-1,Little Piggy,2010,Duplo,Pre-school,4.0,1.0,4.99,3.7328
5658-1,Pizza Planet Truck,2010,Duplo,Pre-school,13.0,2.0,19.99,34.993
5815-1,Flo's V-8 Cafe,2010,Duplo,Pre-school,32.0,3.0,29.99,133.0
5816-1,Mack's Road Trip,2010,Duplo,Pre-school,34.0,3.0,49.99,183.9996
5981-1,Raid VPR,2010,Space,Action/Adventure,69.0,2.0,9.99,38.0
5982-1,Smash 'n' Grab,2010,Space,Action/Adventure,188.0,2.0,19.99,36.5
5983-1,Undercover Cruiser,2010,Space,Action/Adventure,317.0,2.0,29.99,69.98
5984-1,Lunar Limo,2010,Space,Action/Adventure,391.0,3.0,39.99,162.0
5985-1,Space Police Central,2010,Space,Action/Adventure,631.0,5.0,79.99,299.98
7206-1,Fire Helicopter,2010,City,Modern day,342.0,3.0,39.99,65.0
7207-1,Fire Boat,2010,City,Modern day,306.0,4.0,49.99,104.7324
7208-1,Fire Station,2010,City,Modern day,662.0,4.0,79.99,124.99
7213-1,Off-Road Fire Truck & Fireboat,2010,City,Modern day,388.0,3.0,39.99,85.1499
7566-1,Farmer,2010,City,Modern day,16.0,1.0,3.99,12.0
7567-1,Traveller,2010,City,Modern day,21.0,1.0,3.99,8.8264
7569-1,Desert Attack,2010,Prince of Persia,Licensed,57.0,4.0,10.99,22.0
7570-1,The Ostrich Race,2010,Prince of Persia,Licensed,169.0,3.0,19.99,38.0
7571-1,The Fight for the Dagger,2010,Prince of Persia,Licensed,258.0,4.0,29.99,64.95
7572-1,Quest Against Time,2010,Prince of Persia,Licensed,506.0,4.0,49.99,60.0
7573-1,Battle of Alamut,2010,Prince of Persia,Licensed,821.0,7.0,79.99,170.0
7590-1,Woody and Buzz to the Rescue,2010,Toy Story,Licensed,92.0,2.0,19.99,59.99
7591-1,Construct-a-Zurg,2010,Toy Story,Licensed,118.0,1.0,24.99,38.88
7592-1,Construct-a-Buzz,2010,Toy Story,Licensed,205.0,1.0,24.99,60.0
7593-1,Buzz's Star Command Spaceship,2010,Toy Story,Licensed,257.0,2.0,29.99,70.6822
7594-1,Woody's Roundup!,2010,Toy Story,Licensed,502.0,3.0,49.99,150.0
7595-1,Army Men on Patrol,2010,Toy Story,Licensed,90.0,4.0,10.99,46.0
7596-1,Trash Compactor Escape,2010,Toy Story,Licensed,370.0,3.0,49.99,77.9523
7597-1,Western Train Chase,2010,Toy Story,Licensed,584.0,3.0,79.99,150.0
7598-1,Pizza Planet Truck Rescue,2010,Toy Story,Licensed,225.0,2.0,39.99,149.97
7599-1,Garbage Truck Getaway,2010,Toy Story,Licensed,402.0,3.0,49.99,149.99
7684-1,Pig Farm & Tractor,2010,City,Modern day,256.0,2.0,34.99,133.2782
7789-1,Lotso's Dump Truck,2010,Toy Story,Licensed,129.0,1.0,19.99,46.0203
7936-1,Level Crossing,2010,City,Modern day,142.0,1.0,19.99,111.1837
7937-1,Train Station,2010,City,Modern day,361.0,4.0,49.99,97.0
7939-1,Cargo Train,2010,City,Modern day,839.0,4.0,179.99,279.4013
7946-1,King's Castle,2010,Castle,Historical,933.0,8.0,99.99,440.68
7947-1,Prison Tower Rescue,2010,Castle,Historical,365.0,5.0,49.99,199.99
7949-1,Prison Carriage Rescue,2010,Castle,Historical,50.0,3.0,9.99,55.0
7950-1,Knight's Showdown,2010,Castle,Historical,61.0,2.0,6.99,40.0
7952-1,Kingdoms Advent Calendar,2010,Castle,Historical,167.0,9.0,34.99,68.6833
7953-1,Court Jester,2010,Castle,Historical,22.0,1.0,3.99,15.0
7955-1,Wizard,2010,Castle,Historical,19.0,1.0,3.99,14.5777
8056-1,Monster Crab Clash,2010,Atlantis,Action/Adventure,68.0,1.0,6.99,35.0
8057-1,Wreck Raider,2010,Atlantis,Action/Adventure,64.0,2.0,9.99,13.0648
8058-1,Guardian of the Deep,2010,Atlantis,Action/Adventure,144.0,1.0,14.99,45.0
